cip_year,project_type,source_page,department,project_name,project_id,address_location,start_year,end_year,project_description,project_justification,previous_appropriations,project_total,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028
2022,,95,HAVAG AND EQUIPMENT IMPROVEMENTS AT VARIOUS FLEET,Vehicle Purchases-FY19,HAVAG.29D,,2023,2023,See description under line item 29.,See description under line item 29.,,7298.0,7298.0,,,,,
2022,,100,LIBRARY FACILITIES - CAPITAL,Free Library Improvements-FY22,LIBRA.30A,,2023,2023,See description under line item 30.,See description under line item 30.,,2000.0,2000.0,,,,,
2022,,101,LIBRARY FACILITIES - CAPITAL,Free Library Improvements-FY13,LIBRA.30C,,2023,2023,See description under line item 30.,See description under line item 30.,,1000.0,1000.0,,,,,
2022,,101,LIBRARY FACILITIES - CAPITAL,Free Library Improvements-FY09,LIBRA.30F,,2023,2023,See description under line item 30.,See description under line item 30.,,4.0,4.0,,,,,
2022,,106,HEALTH FACILITIES,Health Department Equipment and Improvements-FY7?1,HEALT.32B,,2023,2023,See description under line item 32.,See description under line item 32.,,45500.0,45500.0,,,,,
2022,,107,HEALTH FACILITIES,Health Department Equipment and Improvements-FY20,HEALT.32C,,2023,2023,See description under line item 32.,See description under line item 32.,,16203.0,16203.0,,,,,
2022,,107,HEALTH FACILITIES,Health Department Equipment and Improvements-FY19,HEALT.32D,,2023,2028,"See description under line ttem 32. Replace/upgrade HVAC, infrastructure, and safety systems at various health centers. Replace and update equipment and perform renovations at BOOCN various sites.","See description under line ttem 32. Replace/upgrade HVAC, infrastructure, and safety systems at various health centers. Replace and update equipment and perform renovations at BOOCN various sites.",,19000.0,4000.0,1000.0,,1000.0,1000.0,6000.0
2022,,107,HEALTH FACILITIES,Health Facility Renovations-FY¥22,HEALT.334,,2023,2023,See description under line item 33.,See description under line item 33.,,1500.0,1500.0,,,,,
2022,,108,HEALTH FACILITIES,Health Facility Renovations-FY21,HEALT.33B,,2023,2023,See description under line item 33.,See description under line item 33.,,162.0,162.0,,,,,
2022,PHILADELPHIA NURSING HOME,109,HEALTH FACILITIES,Equipment and Renovations - Philadelphia Nursing Home-FY¥21,HEALT.344,,2023,2023,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ——————e,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ——————e,,982.0,982.0,,,,,
2022,PHILADELPHIA NURSING HOME,109,HEALTH FACILITIES,Equipment and Renovations - Philadelphia Nursing Home-FY¥20,HEALT.34B,,2023,2023,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ee,Perform ongoing renovations and procure equipment at the Philadelphia Nursing Home. ee,,364.0,364.0,,,,,
2022,CAPITAL PROJECTS - UARTOUS,113,HEALTH FACILITIES,Citywide Facilities-FY21,HEALT.35B,,2023,2023,See description under line item 35.,See description under line item 35.,,13602.0,13602.0,,,,,
2022,CAPITAL PROJECTS - UARTOUS,114,HEALTH FACILITIES,Citywide Facilities-FY¥17,HEALT.35F,,2023,2023,See description under line item 35.,See description under line item 35.,,1050.0,1050.0,,,,,
2022,CAPITAL PROJECTS - UARTOUS,114,HEALTH FACILITIES,Citywide Facilities-FY15,HEALT.35G,,2023,2023,See description under line item 35.,See description under line item 35.,,7500.0,7500.0,,,,,
2022,PAMILY CARE FACILITIES - CAPITAL,120,OFFICE OF HOMELESS SERVICES,Interior and Exterior Improvements,OFFIC.1,,2023,2028,"Perform various improvement projects associated with homeless shelters. Mechanical, Electrical, and/or Plumbing Improvements at homeless shelters.- Infrastructure Improvements at city owned homeless sheiters,","Perform various improvement projects associated with homeless shelters. Mechanical, Electrical, and/or Plumbing Improvements at homeless shelters.- Infrastructure Improvements at city owned homeless sheiters,",,9000.0,1500.0,1500.0,,1500.0,1500.0,1500.0
2022,PAMILY CARE FACILITIES - CAPITAL,120,OFFICE OF HOMELESS SERVICES,OSH Facility Renovations-FY¥21,OFFIC.36B,,2023,2023,See description under line item 36.,See description under line item 36.,,520.0,520.0,,,,,
2022,PAMILY CARE FACILITIES - CAPITAL,121,OFFICE OF HOMELESS SERVICES,OSH Facility Renovations-FY¥20,OFFIC.36C,,2023,2023,See description under line item 36.,See description under line item 36.,,400.0,400.0,,,,,
2022,,124,OFFICE OF SUSTAINABILITY,Energy and Sustainability Improvements-FY¥22,OFFIC.37A,,2023,2023,See description under line item 37.,See description under line item 37.,,500.0,500.0,,,,,
2022,,125,OFFICE OF SUSTAINABILITY,Energy and Sustainability Improvements-FY21,OFFIC.37B,,2023,2023,See description under line item 37.,See description under line item 37.,,200.0,200.0,,,,,
2022,,125,OFFICE OF SUSTAINABILITY,Sustainability and Energy Improvements-F¥18,OFFIC.37D,,2023,2023,See description under line item 37.,See description under line item 37.,,21.0,21.0,,,,,
2022,CAPITAL PROJECTS,128,OFFICE OF SUSTAINABILITY,Citywide Technology Improvements & Enhancements-FY21,OFFIC.38B,,2023,2023,See description under line item 38.,See description under line item 38.,,11500.0,11500.0,,,,,
2022,CAPITAL PROJECTS,129,OFFICE OF SUSTAINABILITY,Citywide Technology Improvements & Enhancements-F¥20,OFFIC.38C,,2023,2023,See description under line item 38.,See description under line item 38.,,12536.0,12536.0,,,,,
2022,CAPITAL PROJECTS,129,OFFICE OF SUSTAINABILITY,Citywide Technology Improvements & Enhancements-F¥17,OFFIC.38F,,2023,2023,See description under line item 38.,See description under line item 38.,,2894.0,2894.0,,,,,
2022,,134,PARKS AND RECREATION,Life Safety Improvements,PARKS.3,,2023,2028,Make life safety improvements including installation of fire alarm systems and security surveillance systems at various Parks and Recreation facilities.,Make life safety improvements including installation of fire alarm systems and security surveillance systems at various Parks and Recreation facilities.,,22610.0,4750.0,2250.0,,2900.0,4600.0,4010.0
2022,,134,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-FY¥22",PARKS.39A,,2023,2023,See description under line item 39.,See description under line item 39.,,7805.0,7805.0,,,,,
2022,,134,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥21",PARKS.39B,,2023,2023,See description under line item 39.,See description under line item 39.,,12936.0,12936.0,,,,,
2022,,135,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥19",PARKS.39D,,2023,2023,See description under line item 39.,See description under line item 39.,,369.0,369.0,,,,,
2022,,135,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥17",PARKS.39E,,2023,2023,See description under line tem 39.,See description under line tem 39.,,1098.0,1098.0,,,,,
2022,,135,PARKS AND RECREATION,"Buildings, Courts, Play Areas, Athletic Fields-F¥15",PARKS.39G,,2023,2023,See description under line item 39. Wd,See description under line item 39. Wd,,110.0,110.0,,,,,
2022,,136,PARKS AND RECREATION,Rebuilding Community Infrastructure-F¥1$,PARKS.40B,,2023,2023,See description under line tem 40.,See description under line tem 40.,,7009.0,7000.0,,,,,
2022,,138,PARKS AND RECREATION,Neighborhood Parks-FY18,PARKS.41E,,2023,2023,See description under line item 41.,See description under line item 41.,,1500.0,1500.0,,,,,
2022,,138,PARKS AND RECREATION,Neighborhood Parks-FY17,PARKS.41F,,2023,2028,"See description under line tem 41. Restore the exterior of historic structures. Replace deteriorating structural, HVAC, plumbing and electrical systems. Plant trees throughout the city and remove dead and diseased trees. Stabilize creek banks, embankments, dams, outfalls and tributaries and bridge improvements. Improve footways and roadways including installation of guiderails, fencing and gates- Citywide. Improve existing trails and access city and Park system. Replace the roof and make structural upgrades and site improvements including lighting and pathways. Improve the retaining wall on the Schuylkill River.","See description under line tem 41. Restore the exterior of historic structures. Replace deteriorating structural, HVAC, plumbing and electrical systems. Plant trees throughout the city and remove dead and diseased trees. Stabilize creek banks, embankments, dams, outfalls and tributaries and bridge improvements. Improve footways and roadways including installation of guiderails, fencing and gates- Citywide. Improve existing trails and access city and Park system. Replace the roof and make structural upgrades and site improvements including lighting and pathways. Improve the retaining wall on the Schuylkill River.",,32775.0,7210.0,7210.0,4175.0,5550.0,4380.0,4250.0
2022,,142,PARKS AND RECREATION,Natural Lands/Large Manicured Parks-FY¥15,PARKS.42H,,2023,2023,See description under line itam 42.,See description under line itam 42.,,282.0,282.0,,,,,
2022,,144,PARKS AND RECREATION,Parks and Recreation Projects-F¥21,PARKS.43B,,2023,2023,"See description under line ttem 43. 43¢C. Parks and Recreation Projects-F¥20 See description under line item 43. 43D, Parks and Recreation Projects-FY¥19 See description under line ttem 43.","See description under line ttem 43. 43¢C. Parks and Recreation Projects-F¥20 See description under line item 43. 43D, Parks and Recreation Projects-FY¥19 See description under line ttem 43.",,5893.0,5893.0,,,,,
2022,,145,PARKS AND RECREATION,Parks and Recreation Projects-FY18,PARKS.43E,,2023,2023,See description under line item 43.,See description under line item 43.,,4600.0,4600.0,,,,,
2022,,145,PARKS AND RECREATION,Parks and Recreation Projects-F¥15,PARKS.43G,,2023,2028,See description under line itam 43. Renovate existing recreation facilities in the Department of Parks and Recreation.,See description under line itam 43. Renovate existing recreation facilities in the Department of Parks and Recreation.,,4740.0,790.0,790.0,790.0,790.0,790.0,790.0
2022,,156,PARKS AND RECREATION,Improvements te Existing Recreation Facilities-CD5-F¥22,PARKS.48A,,2023,2023,See description under line ttem 48.,See description under line ttem 48.,,395.0,395.0,,,,,
2022,,169,PARKS AND RECREATION,Improvements te Existing Recreation Facilities-CD9-F¥22,PARKS.52A,,2023,2023,See description under line ttem 52.,See description under line ttem 52.,,395.0,395.0,,,,,
2022,,176,PARKS AND RECREATION,Building Improvements-FY14,PARKS.554,,2023,2023,See description under line item 55.,See description under line item 55.,,192.0,192.0,,,,,
2022,,176,PARKS AND RECREATION,Building Improvements-FY13,PARKS.55B,,2023,2023,See description under line tem 55. §5C. Building Improvements-FY12 See description under line item 55.,See description under line tem 55. §5C. Building Improvements-FY12 See description under line item 55.,,2.0,2.0,,,,,
2022,,176,PARKS AND RECREATION,Parkland - Site Improvements-F¥14,PARKS.56A,,2023,2023,Improvements,Improvements,,2920.0,2920.0,,,,,
2022,,177,PARKS AND RECREATION,Parkland - Site Improvements-FY13,PARKS.56B,,2023,2023,"Improvements a 56C, Parkland - Site Improvements-FY11 Improvements","Improvements a 56C, Parkland - Site Improvements-FY11 Improvements",,500.0,500.0,,,,,
2022,,177,PARKS AND RECREATION,Parkland - Site Improvements-FY¥10,PARKS.56D,,2023,2023,Improvements,Improvements,,46.0,7.0,,,,,
2022,,177,PARKS AND RECREATION,Parkland - Site Improvements-FY69,PARKS.56E,,2023,2023,Improvements,Improvements,,4511.0,4511.0,,,,,
2022,,178,PARKS AND RECREATION,Parkland - Site Improvements-FY08,PARKS.56F,,2023,2023,Improvements,Improvements,,15.0,15.0,,,,,
2022,,179,PARKS AND RECREATION,Grant Funded Recreation Improvements-FY14,PARKS.594A,,2023,2023,Grant Funded Recreation Improvements,Grant Funded Recreation Improvements,,266.0,266.0,,,,,
2022,,179,PARKS AND RECREATION,Grant Funded Recreation Improvements-FY¥13,PARKS.59B,,2023,2023,Grant Funded Recreation Improvements,Grant Funded Recreation Improvements,,901.0,901.0,,,,,
2022,,185,POLICE PACILITIES,Police Facilities - Renovations-FY¥21,POLIC.60B,,2023,2023,See description under line item 60.,See description under line item 60.,,20324.0,20324.0,,,,,
2022,,185,POLICE PACILITIES,Police Facilities - Renovations-FY¥19,POLIC.60D,,2023,2023,See description under line item 60.,See description under line item 60.,,61.0,61.0,,,,,
2022,,186,POLICE PACILITIES,Police Facilities - Renovations-FY16,POLIC.60F,,2023,2023,See description under line tem 60.,See description under line tem 60.,,85.0,65.0,,,,,
2022,CORRECTIONAL INSTITUTIONS - CAPITAL,190,PRISONS,Prisons Facilities Infrastructure Improvements,PRISO.3,,2023,2028,"Design and construct building system improvements at Detention Center, Philadelphia Industrial Correctional Center, Curran-Fromhold Correctional Facility and Riverside Correctional Facility Renovation","Design and construct building system improvements at Detention Center, Philadelphia Industrial Correctional Center, Curran-Fromhold Correctional Facility and Riverside Correctional Facility Renovation",,51500.0,7.0,10261.0,,13764.0,12000.0,3500.0
2022,CORRECTIONAL INSTITUTIONS - CAPITAL,191,PRISONS,Prison System - Renovations-FY21,PRISO.61B,,2023,2023,See description under line item 61.,See description under line item 61.,,650.0,650.0,,,,,
2022,CORRECTIONAL INSTITUTIONS - CAPITAL,191,PRISONS,Prison System - Renovations-F¥17,PRISO.61D,,2023,2023,See description under line item 61.,See description under line item 61.,,145.0,145.0,,,,,
2022,BUILDINGS AND FACILITIES - OTHER,195,PUBLIC PROPERTY,Citywide Asbestos Abatement & Environmental Remediation-F'¥22,PUBLI.62A,,2023,2023,See description under line item 62.,See description under line item 62.,,500.0,500.0,,,,,
2022,BUILDINGS AND FACILITIES - OTHER,195,PUBLIC PROPERTY,Citywide Asbestos Abatement & Environmental Remediation-F ¥20,PUBLI.62B,,2023,2023,See description under line item 62.,See description under line item 62.,,386.0,356.0,,,,,
2022,BUILDINGS AND FACILITIES - OTHER,195,PUBLIC PROPERTY,Citywide Asbestos Abatement & Environmental Remediation-F¥21,PUBLI.62C,,2023,2023,See description under line item 62.,See description under line item 62.,,500.0,500.0,,,,,
2022,BUILDINGS AND FACILITIES - OTHER,198,PUBLIC PROPERTY,Improvements te Municipal Facilities-FY17,PUBLI.63F,,2023,2023,See description under line item 63. Wi5 63G. Improvements to Municipal Facilities-FY¥14 See description under line item 63.,See description under line item 63. Wi5 63G. Improvements to Municipal Facilities-FY¥14 See description under line item 63.,,22.0,22.0,,,,,
2022,CAPITAL PROJECTS,203,RECORDS,Records Improvements-FY¥20,RECOR.64A,,2023,2023,See description under line item 64.,See description under line item 64.,,252.0,202.0,,,,,
2022,CAPITAL PROJECTS,203,RECORDS,Records Improvements-FY18,RECOR.64B,,2023,2023,See description under line item 64.,See description under line item 64.,,93.0,93.0,,,,,
2022,BRIDGES,207,STREETS,Bridge Reconstruction & Improvements-FY20,STREE.65C,,2023,2023,See description under line item 65.,See description under line item 65.,,125533.0,125533.0,,,,,
2022,BRIDGES,207,STREETS,Bridge Reconstruction & Improvements-FY19,STREE.65D,,2023,2023,See description under line item 65.,See description under line item 65.,,20538.0,20538.0,,,,,
2022,GRADING & PAVING,210,STREETS,Reconstruction/Resurfacing of Streets-FY19,STREE.66D,,2023,2023,See description under line item 66.,See description under line item 66.,,1000.0,1000.0,,,,,
2022,GRADING & PAVING,211,STREETS,Highways Citywide-F¥21,STREE.68B,,2023,2023,See description under line item 68.,See description under line item 68.,,150.0,150.0,,,,,
2022,GRADING & PAVING,214,STREETS,Federal Aid Highway Program-FY¥22,STREE.694,,2023,2023,See description under line item 69.,See description under line item 69.,,51000.0,51000.0,,,,,
2022,GRADING & PAVING,215,STREETS,Federal Aid Highway Program-FY19,STREE.69D,,2023,2023,"See description under line item 69. 69E, Federal Aid Highway Program-FY18 See description under line item 69.","See description under line item 69. 69E, Federal Aid Highway Program-FY18 See description under line item 69.",,276.0,276.0,,,,,
2022,GRADING & PAVING,216,STREETS,Federal Aid Highway Program-FY16,STREE.69G,,2023,2023,See description under line item 69.,See description under line item 69.,,209.0,209.0,,,,,
2022,SANTTATION,217,STREETS,Modernization of Sanitation Facilities-F¥22,STREE.70A,,2023,2023,See description under line item 70.,See description under line item 70.,,1700.0,1700.0,,,,,
2022,SANTTATION,218,STREETS,Modernization of Sanitation Facilities-FY¥18,STREE.70D,,2023,2023,See description under line item 70.,See description under line item 70.,,7.0,7.0,,,,,
2022,STREET LIGHTING,219,STREETS,Street Lighting Improvements-FY22,STREE.71A,,2023,2023,See description under line item 71.,See description under line item 71.,,1000.0,1000.0,,,,,
2022,STREET LIGHTING,220,STREETS,Alley Lighting Improvements-F¥12,STREE.71E,,2023,2023,See description under line item 71. 1cT,See description under line item 71. 1cT,,1.0,1.0,,,,,
2022,,221,STREETS DEPARTMENT PACTLITIES,Streets Department Facilities-F¥22,STREE.72A,,2023,2023,See description under line item 772.,See description under line item 772.,,100.0,100.0,,,,,
2022,,221,STREETS DEPARTMENT PACTLITIES,Streets Department Facilities-F¥20,STREE.72B,,2023,2023,See description under line item 72.,See description under line item 72.,,1350.0,1350.0,,,,,
2022,,222,STREETS DEPARTMENT PACTLITIES,Streets Department Facilities-FY¥19,STREE.72C,,2023,2023,See description under line item 772.,See description under line item 772.,,4651.0,4651.0,,,,,
2022,TRAFFIC ENGINEERING IMPS,224,STREETS DEPARTMENT PACTLITIES,Traffic Control-FY¥20,STREE.73,,2023,2023,See description under line item 73.,See description under line item 73.,,57067.0,57067.0,,,,,
2022,TRAFFIC ENGINEERING IMPS,225,STREETS DEPARTMENT PACTLITIES,Traffic Control FY16,STREE.73F,,2023,2023,See description under line item 73.,See description under line item 73.,,40.0,40.0,,,,,
2022,,230,TRANSIT IMPROVEMENTS - SEPTA,Infrastructure Safety Renewal Program {ISRP) (ALL),TRANS.1,,2023,2028,"Provide for restoration of SEPTA’s transit and railroad infrastructure Fund facilities and systems system capabilities and safety. Improve SEPTA’s bus and rail maintenance shops, facilities maintenance shops and office buildings systems Replace components of the traction power supply system for SEPTA's Regional Rail service. Provide for modernization of the train signal systems for Regional Rail lines, including installation of Automatic Train Control, Positive Train Control and signal power reinforcements. Provide for the rehabilitation or replacement of bridges, restoring bridges 6.045","Provide for restoration of SEPTA’s transit and railroad infrastructure Fund facilities and systems system capabilities and safety. Improve SEPTA’s bus and rail maintenance shops, facilities maintenance shops and office buildings systems Replace components of the traction power supply system for SEPTA's Regional Rail service. Provide for modernization of the train signal systems for Regional Rail lines, including installation of Automatic Train Control, Positive Train Control and signal power reinforcements. Provide for the rehabilitation or replacement of bridges, restoring bridges 6.045",,1398400.0,221470.0,227949.0,,251924.0,233424.0,229315.0
2022,,231,TRANSIT IMPROVEMENTS - SEPTA,"SEPTA Bridge, Track, Signal, and Infrastructure Improvements-F¥22",TRANS.74A,,2023,2023,See description under line item 74.,See description under line item 74.,,2424.0,2424.0,,,,,
2022,,232,TRANSIT IMPROVEMENTS - SEPTA,"SEPTA Bridge, Track, Signal, and Infrastructure Improvements-FY19",TRANS.74B,,2023,2023,See description under line item 74.,See description under line item 74.,,25.0,28.0,,,,,
2022,,234,TRANSIT IMPROVEMENTS - SEPTA,Rail Vehicle / Equipment Acquisition and Improvement Program-FY¥22,TRANS.77A,,2023,2023,See description under line item 77.,See description under line item 77.,,169.0,169.0,,,,,
2022,,249,PHILADELPHIA ZOO - CAPITAL,Philadelphia Zoo Facility and Infrastructure Improvements-FY21,PHILA.82B,,2023,2023,See description under line item 82.,See description under line item 82.,,263.0,263.0,,,,,
2022,,249,PHILADELPHIA ZOO - CAPITAL,Philadelphia Zoo Facility and Infrastructure Improvements-FY20,PHILA.82C,,2023,2023,See description under line tem 82.,See description under line tem 82.,,2.0,2.0,,,,,
2022,,249,PHILADELPHIA ZOO - CAPITAL,Philadelphia Zoo Facility and Infrastructure Improvements-FY¥19,PHILA.82D,,2023,2023,See description under line item 82.,See description under line item 82.,,13.0,13.0,,,,,
